date,ip,attack_type,threat_theme,threat_level,is_malicious,abuseip_score,usage_type,abuseip_categories,abuseip_distinct_users,abuseip_last_reported,country,asn,isp,infra_owner
18-02-26,31.57.219.216,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-07-12T05:00:01+00:00,France,AS399486,12651980 Canada,Virtuo France
22-04-26,168.181.247.195,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2025-08-28T18:04:38+00:00,Brazil,AS265359,gotcha net provider,gotcha net provider
22-04-26,27.4.59.188,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,India,AS17488,Hathway IP over Access,Hathway and Datacom
22-04-26,45.179.174.123,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2023-03-31T11:37:01+00:00,Brazil,AS269093,AgroRedes,Infocomp
22-04-26,74.137.64.220,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,AS10796,Charter,Spectrum
22-04-26,82.80.207.110,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Israel,AS8551,Bezeq,Bezeq
22-04-26,31.182.36.26,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Poland,AS16342,Toya sp. z o.o,Toya:net
22-04-26,103.104.17.7,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Philippines,AS137074,Responsible Sustainability Effort,Unknown
29-10-25,136.0.9.8,ransomware,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-06-19T21:30:28+00:00,United Kingdom,AS149440,Ace II,Evoxt
01-02-26,146.0.41.234,espionage,mobile_devices,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Germany,AS24961,WIIT AG,Myloc De Steffenruehl
22-04-26,200.125.37.90,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2024-07-07T17:39:34+00:00,Uruguay,AS6057,Administracion Nacional de Telecomunicaciones,Administracion Nacional de Telecomunicaciones
22-04-26,120.253.245.192,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2024-01-06T15:21:54+00:00,China,AS24400,China Mobile,Amazon
22-04-26,107.20.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS16509,Amazon,Amazon
22-04-26,20.95.128.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Japan,AS8075,Microsoft,Microsoft
22-04-26,1.0.148.142,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2022-02-12T12:36:49+00:00,Thailand,AS23969,TOT,TOT
22-04-26,144.2.93.73,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Switzerland,AS3303,Swisscom (Schweiz) AG,WINGO-CUST1A2
22-04-26,13.107.52.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Taiwan,AS8068,Microsoft,Microsoft
22-04-26,180.16.128.17,none,verified_service,0,0,0,Mobile ISP,No_Reports,0,Never_Reported,Japan,AS4713,NTT,NTT
22-04-26,1.0.135.153,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS23969,TOT,TOT
22-04-26,54.39.255.35,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Canada,AS16276,OVH,OVH
29-08-25,45.61.151.12,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-12-07T15:56:24+00:00,United States,AS14956,RouterHosting,FranTech
22-04-26,174.51.81.36,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,AS7922,Comcast,Comcast
22-04-26,1.0.150.124,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2024-06-05T03:19:09+00:00,Thailand,AS23969,TOT,TOT
29-08-25,45.61.133.157,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS14956,RouterHosting,FranTech
22-04-26,111.221.96.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Singapore,AS8075,Microsoft,Microsoft
22-04-26,13.107.253.0,none,verified_service,0,0,0,Content Delivery Network,No_Reports,0,Never_Reported,Canada,AS8075,Microsoft,Microsoft
22-04-26,104.47.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,2023-05-12T11:35:47+00:00,Canada,AS8075,Microsoft,Microsoft
22-04-26,52.96.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
29-08-25,45.61.159.25,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-01-13T09:02:14+00:00,United States,AS14956,RouterHosting,FranTech
22-04-26,176.115.196.210,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2023-09-24T05:02:06+00:00,Russia,AS50241,UnitTelecom,UnitTelecom
22-04-26,89.109.123.91,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Portugal,AS15457,Cabo Tv Madeirense S.A,Cabo Tv Madeirense S.A
22-04-26,212.28.238.145,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Lebanon,AS24634,Transmog L,dsl1M
22-04-26,1.0.0.1,none,verified_service,0,0,0,Content Delivery Network,"4,6,10,14,15,18,21,22",7,2026-04-16T04:00:40+00:00,Australia,AS13335,Cloudflare,Cloudflare
29-08-25,59.148.233.250,espionage,general_threat,1,1,0,Fixed Line ISP,No_Reports,0,Never_Reported,Hong Kong,AS9269,Hong Kong,Hong Kong
22-04-26,40.104.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,194.2.0.50,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,France,AS3215,Orange,Ceva Freight Management France
22-04-26,200.46.99.178,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2025-07-28T21:44:13+00:00,Panama,AS18809,Onda,Onda
22-04-26,13.104.208.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
01-02-26,146.0.41.204,espionage,mobile_devices,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Germany,AS24961,WIIT AG,Myloc De Steffenruehl
22-04-26,13.124.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,South Korea,AS16509,Amazon,Amazon
12-05-25,158.247.224.100,exploit_delivery,general_threat,2,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,South Korea,AS20473,The Constant,The Constant
22-04-26,1.174.123.20,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Taiwan,AS3462,Chunghwa,Chunghwa
22-04-26,186.1.35.243,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Nicaragua,AS18840,Equipos Y Sistemas S.A,Equipos Y Sistemas S.A
22-04-26,102.37.26.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,South Africa,AS8075,Microsoft,Microsoft
22-04-26,49.1.33.50,none,verified_service,0,0,0,Commercial,No_Reports,0,Never_Reported,South Korea,AS10036,DLIVE,DLIVE Jungrang TV
22-04-26,1.0.153.148,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2023-07-26T07:07:14+00:00,Thailand,AS23969,TOT,TOT
22-04-26,13.184.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,Unknown_ASN,Amazon,Amazon
22-04-26,91.190.238.106,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2023-05-14T15:27:15+00:00,Russia,AS196695,NetOne Rus,Netone
22-04-26,1.0.156.34,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS23969,TOT,TOT
22-04-26,95.163.77.15,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Russia,AS12695,Digital,DINET
22-04-26,120.232.236.128,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2024-01-06T15:21:01+00:00,China,AS56040,China Mobile,Amazon
22-04-26,1.1.168.68,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS23969,TOT,TOT
22-04-26,77.232.150.227,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Russia,AS50126,Zhukovsky,OOO Teleservis/Zhukovsky
22-04-26,104.255.56.16,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS16509,Amazon,Amazon
22-04-26,104.47.217.151,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,172.64.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,14,1,2026-04-13T22:00:16+00:00,Canada,Unknown_ASN,Cloudflare,Cloudflare
22-04-26,1.0.0.2,none,verified_service,0,0,0,Content Delivery Network,No_Reports,0,2026-01-01T20:30:04+00:00,Australia,AS13335,Cloudflare,Cloudflare
22-04-26,20.190.128.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,83.169.217.22,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Russia,AS29648,MegaFon,MegaFon
29-08-25,85.195.89.94,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Germany,AS29066,velia,Eldernode
22-04-26,1.0.152.123,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2026-01-07T04:48:17+00:00,Thailand,AS23969,TOT,TOT
10-11-25,167.17.188.244,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Poland,AS26383,Baxet,Baxet
22-04-26,74.205.52.167,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS33070,Rackspace,Bill Graham Archives
29-08-25,193.43.104.185,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Germany,AS16276,OVH,OVH
22-04-26,104.255.59.124,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,India,AS16509,Amazon,Amazon
22-04-26,185.50.212.224,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Slovakia,AS15962,Orange,Orange
22-04-26,31.133.124.66,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Russia,AS61152,Freedom House,FreeDomHouse
22-04-26,5.181.194.15,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Italy,AS60989,Sinergia Telecomunication S.R.L,Sinergia
22-04-26,1.0.153.36,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2022-05-17T00:22:58+00:00,Thailand,AS23969,TOT,TOT
29-08-25,63.141.234.109,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS33387,Nocix,Dedispec
22-04-26,103.22.200.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Singapore,AS13335,Cloudflare,Cloudflare
22-04-26,5.252.170.145,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Latvia,AS24921,Latvijas Mobilais Telefons,LMT
22-04-26,66.249.72.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS15169,Google,Google
22-04-26,104.255.57.164,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS16509,Amazon,Amazon
22-04-26,103.36.96.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,China,AS59067,Microsoft,Microsoft
22-04-26,1.0.150.51,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS23969,TOT,TOT
29-08-25,74.48.84.119,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-04-25T08:30:14+00:00,United States,AS35916,Multacom,TELUS
22-04-26,103.19.122.138,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Bangladesh,AS140711,Deshnet,Deshnetbroadband
12-05-25,13.232.191.219,exploit_delivery,general_threat,2,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,India,AS16509,Amazon,Amazon
22-04-26,104.210.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,13.107.245.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Canada,AS8075,Microsoft,Microsoft
22-04-26,1.0.141.225,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS23969,TOT,TOT
22-08-25,164.215.103.55,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Netherlands,AS213373,IP Connect,IP Connect
22-04-26,1.0.154.133,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2022-06-25T08:54:17+00:00,Thailand,AS23969,TOT,TOT
22-04-26,196.202.207.133,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2024-02-03T06:17:10+00:00,Kenya,AS12455,ADSL,Unknown
22-04-26,104.210.176.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,185.47.185.157,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Hungary,AS47169,Macronet Kereskedelmi es Szolgaltato Kft,Macronet Kereskedelmi es Szolgaltato Kft
22-04-26,94.139.240.28,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Russia,AS48096,Unknown,IT-GRAD 1Cloud
22-04-26,62.170.177.193,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Italy,AS198471,LINKEM,Unknown
22-04-26,1.0.153.3,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2022-10-05T16:47:43+00:00,Thailand,AS23969,TOT,TOT
22-04-26,128.85.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,1.0.141.173,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS23969,TOT,TOT
22-04-26,104.255.59.206,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Thailand,AS16509,Amazon,Amazon
29-08-25,167.88.175.231,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Singapore,AS14956,RouterHosting,FranTech
18-02-26,45.32.123.183,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Singapore,AS20473,The Constant,The Constant
22-04-26,24.51.32.124,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,AS13807,Great Plains,Great Plains
22-04-26,1.0.153.42,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS23969,TOT,TOT
29-08-25,45.146.120.210,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS199967,Think Huge,TH NY
22-04-26,143.110.148.155,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS14061,DigitalOcean,DigitalOcean
29-08-25,167.88.172.70,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Singapore,AS14956,RouterHosting,FranTech
22-04-26,13.134.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United Kingdom,AS16509,Amazon,Amazon
22-04-26,158.58.132.58,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Russia,AS47586,Dmitriy V. Kozmenko,Business-Svyaz
22-04-26,1.169.49.42,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Taiwan,AS3462,Chunghwa,Chunghwa
10-11-25,185.142.33.131,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Germany,AS216024,Aleksei Fedorov PR Krusevac,Aleksei Fedorov PR Krusevac
22-04-26,104.210.128.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,166.130.27.133,none,verified_service,0,0,0,Mobile ISP,No_Reports,0,Never_Reported,United States,AS20057,AT&T,AT&T
22-04-26,13.107.12.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8068,Microsoft,Microsoft
22-04-26,104.47.216.64,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Netherlands,AS8075,Microsoft,Microsoft
22-04-26,104.255.58.84,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Germany,AS16509,Amazon,Amazon
22-04-26,13.107.16.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8068,Microsoft,Microsoft
22-04-26,1.0.151.65,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2025-06-20T08:59:50+00:00,Thailand,AS23969,TOT,TOT
22-04-26,94.70.171.67,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Greece,AS6799,Ote (Hellenic Organisation,Ote (Hellenic Organisation
29-08-25,167.88.173.58,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Singapore,AS14956,RouterHosting,FranTech
18-02-26,155.138.225.148,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS20473,The Constant,The Constant
22-04-26,1.0.138.197,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2023-05-24T08:00:19+00:00,Thailand,AS23969,TOT,TOT
22-04-26,52.93.71.40,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Ireland,AS16509,Amazon,Amazon
22-04-26,1.2.245.32,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS23969,TOT,TOT
22-04-26,165.158.1.2,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS46887,Crown Castle Fiber,Pan American Health Organization
22-04-26,1.0.150.32,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS23969,TOT,TOT
22-04-26,104.47.128.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Netherlands,AS8075,Microsoft,Microsoft
22-04-26,34.88.194.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Finland,AS396982,Google,Google
22-04-26,1.0.138.245,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS23969,TOT,TOT
22-04-26,184.187.201.251,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,AS22773,Cox,Cox
22-04-26,84.47.137.74,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Russia,AS24739,Severen,SEVEREN
22-04-26,108.162.192.0,none,verified_service,0,0,0,Content Delivery Network,14,1,2026-04-14T12:00:16+00:00,Canada,AS13335,Cloudflare,Cloudflare
29-08-25,45.61.133.79,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS14956,RouterHosting,FranTech
22-04-26,13.105.74.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,104.47.240.167,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,88.205.234.250,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Russia,AS12389,A Yamalo-Nenetsk branch of Uralsvyazinform Autonomus,Dynamic distribution IPs for
29-08-25,45.125.64.195,espionage,general_threat,1,1,0,Fixed Line ISP,21,1,2026-03-03T02:17:58+00:00,Hong Kong,AS133398,Tele Asia,RMP Protection
22-04-26,172.105.186.231,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,2024-08-14T05:03:44+00:00,Australia,AS63949,Akamai,Linode
22-04-26,13.105.36.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,1.0.146.237,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2021-02-11T05:54:12+00:00,Thailand,AS23969,TOT,TOT
22-04-26,66.249.70.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS15169,Google,Google
22-04-26,157.56.24.192,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,24.16.223.122,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,AS7922,Comcast,Comcast
29-10-25,166.88.4.2,ransomware,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United Kingdom,AS149440,Ace II,Evoxt
06-10-25,200.107.207.26,exploit_delivery,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2025-11-29T03:48:59+00:00,El Salvador,AS273045,Datahome S.A,Redynet
29-08-25,172.86.106.39,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS14956,RouterHosting,FranTech
22-04-26,40.92.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,2023-05-12T11:37:49+00:00,United States,AS8075,Microsoft,Microsoft
10-11-25,193.233.23.81,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Finland,AS216024,Aleksei Fedorov PR Krusevac,Aleksei Fedorov PR Krusevac
29-08-25,193.239.86.132,espionage,general_threat,1,1,0,Data Center/Web Hosting/Transit,No_Reports,0,2024-07-04T07:21:22+00:00,Hong Kong,AS9009,M247,M247
22-04-26,174.51.83.11,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,AS7922,Comcast,Comcast
22-04-26,80.254.23.110,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2024-06-24T15:03:51+00:00,Russia,AS39101,Piter,Pitel II NET P2P
22-04-26,181.143.31.202,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Colombia,AS13489,EPM Telecomunicaciones S.A,EPM Telecomunicaciones S.A
22-04-26,60.254.1.38,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,India,AS17488,Hathway IP over Access,Hathway and Datacom
22-04-26,103.146.54.91,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Bangladesh,AS139850,Md. Sohel,Unknown
22-04-26,13.107.234.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Canada,AS8075,Microsoft,Microsoft
22-04-26,93.84.100.31,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Belarus,AS6697,Republican Unitary Telecommunication Beltelecom,OAO Brestskoe Morojenoe Brest
22-04-26,82.192.169.38,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Denmark,AS31027,GlobalConnect A/S,Globalconnect P2P
22-04-26,95.160.237.97,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2022-01-16T21:17:33+00:00,Poland,AS29314,Vectra S.A,Powiat Swidwinski Starostwo Powiatowe w Swidwinie
22-04-26,13.105.221.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Canada,AS8075,Microsoft,Microsoft
22-04-26,193.232.162.144,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Russia,AS34858,Telezon-Seti,Telezon-Seti
22-04-26,72.167.45.177,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS398101,GoDaddy,GoDaddy
22-04-26,188.114.96.0,none,verified_service,0,0,0,Content Delivery Network,"7,10,11,14,18,19,20,21",7,2026-03-26T02:25:23+00:00,Canada,AS13335,Cloudflare,Cloudflare
22-04-26,1.0.153.133,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,2024-11-23T12:18:22+00:00,Thailand,AS23969,TOT,TOT
22-04-26,103.164.105.37,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Indonesia,AS17995,SOLUSINET,Unknown
22-04-26,104.255.56.55,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS16509,Amazon,Amazon
22-04-26,13.107.197.16,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Canada,AS8075,Microsoft,Microsoft
22-04-26,82.123.78.255,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,France,AS3215,Orange,Ceva Freight Management France
22-04-26,13.107.50.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8068,Microsoft,Microsoft
19-02-26,64.111.93.170,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Netherlands,AS399629,BL,BL
22-04-26,81.169.245.98,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,2024-10-02T02:31:03+00:00,Germany,AS6724,Strato AG,Strato AG
22-04-26,103.120.113.53,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Thailand,AS135419,Cableconnect,Franchise
22-04-26,91.221.102.72,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Russia,AS205998,Skytel,Skytel
22-04-26,128.24.0.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United States,AS8075,Microsoft,Microsoft
22-04-26,103.148.178.35,none,verified_service,0,0,0,Fixed Line ISP,No_Reports,0,Never_Reported,Bangladesh,AS140216,Bandhon,Md Nazmul Alam Khan
22-04-26,103.8.172.0,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Australia,AS16509,Amazon,Amazon
22-04-26,88.221.163.127,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,Poland,AS21342,Akamai,Unknown
29-08-25,38.71.99.145,espionage,general_threat,1,1,0,Fixed Line ISP,No_Reports,0,Never_Reported,United States,AS46449,Spectrum,CHARTER OPERATING
20-02-26,198.23.177.219,unknown_attack,general_threat,3,1,0,Data Center/Web Hosting/Transit,"15,7",1,2026-02-05T15:02:23+00:00,United States,AS36352,HostPapa,ColoCrossing
22-04-26,92.42.127.220,none,verified_service,0,0,0,Data Center/Web Hosting/Transit,No_Reports,0,Never_Reported,United Kingdom,AS21267,Wavenet,Thebookpeople
